Name,Country,Region,Winery,Rating,NumberOfRatings,Price,Year,Type,latitude,longitude
Grillo 2018,Italy,Terre Siciliane,Poggio Graffetta,4.0,50,9.5,2018,White,45.9850547,13.598618
Condrieu 2017,France,Condrieu,Tardieu-Laurent,3.8,50,47.2,2017,White,43.76414399999999,5.369288
Gianni Masciarelli Trebbiano d'Abruzzo 2018,Italy,Trebbiano d'Abruzzo,Masciarelli,3.7,50,7.66,2018,White,43.76414399999999,5.369288
Castello della Sala Conte della Vipera 2019,Italy,Umbria,Antinori,4.1,50,20.85,2019,White,43.76414399999999,5.369288
Viré-Clessé 2015,France,Viré-Clessé,Chanson,3.8,50,18.08,2015,White,43.76414399999999,5.369288
Danger 380 Volts 2019,Czech Republic,Morava,Milan Nestarec,4.1,50,21.9,2019,White,48.8412058,16.9070587
Maximin Grünhäuser Herrenberg Riesling Kabinett 2018,Germany,Mosel,Maximin Grünhaus,4.1,50,15.5,2018,White,49.7696275,6.716903299999999
Trebes Ribolla Gialla 2017,Italy,Collio,Attems,3.9,50,18.42,2017,White,49.7696275,6.716903299999999
Gewürztraminer 2019,Italy,Südtirol - Alto Adige,Terlan (Terlano),3.9,50,13.54,2019,White,46.5293309,11.2484293
Nicole Vineyard Viognier Réserve 2019,France,Pays d'Oc,Paul Mas,3.7,50,8.32,2019,White,46.5293309,11.2484293
Wallufer Walkenberg Riesling Spätlese Trocken 1998,Germany,Rheingau,J.B. Becker,4.1,50,25.0,1998,White,50.03338000000001,8.15982
Rosengarten Rüdesheim Monopole GG 2016,Germany,Rheingau,Leitz,4.1,50,38.99,2016,White,50.03338000000001,8.15982
Langhe Chardonnay 2017,Italy,Langhe,Enzo Boglietti,3.8,50,15.5,2017,White,44.6366202,7.9282102
Lahn Sauvignon 2019,Italy,Südtirol - Alto Adige,St. Michael-Eppan,3.9,50,11.54,2019,White,46.4560767,11.2623877
Sistina Pecorino Terre di Chieti 2019,Italy,Terre di Chieti,Citra,3.7,50,6.73,2019,White,46.4560767,11.2623877
ST23 Weissburgunder Trocken 2016,Germany,Mosel,Weinhaus Gebruder Steffen,3.4,50,5.63,2016,White,49.8204869,6.8987102
Weissburgunder Trocken 2017,Germany,Nahe,Dönnhoff,3.6,50,11.9,2017,White,49.8204869,6.8987102
Wiener Grüner Veltliner 2017,Austria,Wien,Wieninger,3.3,50,13.69,2017,White,49.8204869,6.8987102
Chablis 1er Cru 'Vau Ligneau' 2018,France,Chablis 1er Cru 'Vau Ligneau',Alain Geoffroy,3.6,50,24.18,2018,White,47.82092129999999,3.718736599999999
Blandine Le Blanc 2018,France,Côtes de Gascogne,Château du Cèdre,3.6,50,5.9,2018,White,44.4860031,1.1078075
Chardonnay 2018,Australia,South Australia,Oxford Landing,3.1,50,8.78,2018,White,44.4860031,1.1078075
Volz Riesling 2016,Germany,Wiltingen,Van Volxem,4.3,50,31.19,2016,White,49.6427945,6.5787574
Cavanera Ripa di Scorciavacca Etna Bianco 2017,Italy,Etna,Firriato,3.8,50,19.99,2017,White,38.1129343,15.1110949
Kirchspiel Riesling GG 2017,Germany,Rheinhessen,Wittmann,4.2,50,51.8,2017,White,41.8483505,-73.07505789999999
Eight Rows Sauvignon Blanc 2019,South Africa,Durbanville,Diemersdal,4.0,50,18.5,2019,White,-33.802626,18.64632
The Wine Collection Sauvignon 2016,Italy,Südtirol - Alto Adige,St. Michael-Eppan,4.7,50,142.01,2016,White,46.4560767,11.2623877
Petit Chablis 2017,France,Petit Chablis,Château de Chemilly,4.0,50,13.9,2017,White,47.7739628,3.8629175
Zeltinger Schlossberg Riesling Trockenbeerenauslese 2006,Germany,Mosel,Markus Molitor,4.6,51,95.55,2006,White,47.7739628,3.8629175
Vom Stein Pinot Bianco 2018,Italy,Südtirol - Alto Adige,Castelfeder,3.6,51,9.25,2018,White,47.7739628,3.8629175
Wolfer Sonnenlay Riesling Kabinett 2017,Germany,Mosel,Weiser-Künstler,3.9,51,13.9,2017,White,49.9522315,7.1122888
Tradition Grüner Veltliner 2017,Austria,Weinviertel,Dürnberg,3.8,51,11.5,2017,White,47.66486,13.09168
Scheurebe Trocken 2018,Germany,Pfalz,Weingut Weegmüller,3.7,51,8.4,2018,White,49.3610284,8.138097499999999
Circle of Life White 2016,South Africa,Stellenbosch,Waterkloof,4.0,51,16.9,2016,White,-25.7792272,28.2441363
Les Vieilles Vignes Chablis 2017,France,Chablis,Pascal Bouchard,4.1,51,23.5,2017,White,47.8162049,3.7833953
Trittenheimer Apotheke Riesling Kabinett 2017,Germany,Mosel,Ansgar Clüsserath,4.0,51,14.26,2017,White,49.82332,6.899389999999999
Verdejo 2019,Spain,Rueda,Val de Vid,3.6,51,9.65,2019,White,49.82332,6.899389999999999
Riesling Berg Roseneck Kabinett Trocken 2012,Germany,Rheingau,Künstler,4.0,51,17.29,2012,White,49.82332,6.899389999999999
Chardonnay 2018,Italy,Terre Siciliane,Feudi Branciforti dei Bordonaro,3.5,51,6.9,2018,White,49.82332,6.899389999999999
Extra Blanc 2018,France,Languedoc-Roussillon,Gérard Bertrand,3.4,51,10.68,2018,White,49.82332,6.899389999999999
Viognier 2016,Germany,Pfalz,Oliver Zeter,3.9,51,16.58,2016,White,49.37067889999999,8.1433803
Kranachberg Sauvignon Blanc 2016,Austria,Südsteiermark,Sattlerhof,4.1,51,41.58,2016,White,46.7133078,15.5393226
Als Wär's ein Stück Von Mir 2015,Germany,Rheinhessen,Weingut Gunderloch,3.6,51,11.4,2015,White,49.9146801,8.3438728
Chardonnay 2017,United States,California,Stone Barn,3.8,51,7.6,2017,White,39.885219,-75.781289
Collezione Lugana 2018,Italy,Lugana,Bertani,3.4,51,11.63,2018,White,39.885219,-75.781289
Loibner Grüner Veltliner Smaragd Vinothekfüllung 2018,Austria,Wachau,Weingut Knoll,4.2,51,45.0,2018,White,48.3883514,15.5422425
Lenz Riesling 2017,Germany,Nahe,Emrich-Schönleber,4.0,51,12.0,2017,White,48.3883514,15.5422425
Scharzhofberger P Riesling 2015,Germany,Wiltingen,Van Volxem,4.1,51,44.95,2015,White,49.6427945,6.5787574
Iphöfer Kronsberg Scheurebe Alte Reben 2017,Germany,Franken,Hans Wirsching,4.2,52,20.89,2017,White,49.70283,10.26118
Vom Schiefer Riesling Trocken 2018,Germany,Mosel,Ansgar Clüsserath,3.7,52,9.26,2018,White,49.82332,6.899389999999999
Piesporter Goldtröpfchen Riesling Feinherb 2016,Germany,Mosel,Ansgar Clüsserath,3.9,52,15.4,2016,White,49.82332,6.899389999999999
Sulz Morillon 2013,Austria,Südsteiermark,Tement,4.0,52,34.73,2013,White,46.6861778,15.6125406
Custoza 2018,Italy,Bianco di Custoza,Menegotti,3.6,52,7.25,2018,White,33.9614674,-83.97324309999999
Petit Salé de Villeneuve 2019,France,Provence,Château de Roquefort,3.7,52,12.9,2019,White,43.24979889999999,5.6390094
Schweigen Chardonnay 2017,Germany,Pfalz,Friedrich Becker,4.1,52,23.06,2017,White,43.24979889999999,5.6390094
Private Selection Vinhas Velhas Branco 2016,Portugal,Alentejo,Paulo Laureano,4.0,52,13.65,2016,White,38.1760024,-7.8264663
Heugumber 2016,Germany,Baden,Ziereisen,3.4,52,5.5,2016,White,47.6547677,7.559164399999998
L'Elfo Pinot Grigio 2019,Italy,Veneto,Sacchetto,3.7,52,6.19,2019,White,44.6286388,7.559281400000001
Inzolia - Chardonnay 2018,Italy,Terre Siciliane,Roccaperciata,3.4,52,5.68,2018,White,44.6286388,7.559281400000001
Gorges 2015,France,Muscadet-Sevre et Maine,Pépière,3.9,52,17.06,2015,White,47.1047355,-1.4108065
Juffer Riesling Trocken GG 2018,Germany,Mosel,Fritz Haag,3.9,52,23.9,2018,White,47.1047355,-1.4108065
Zeltinger Sonnenuhr Riesling Auslese*** 2003,Germany,Mosel,Markus Molitor,4.1,52,49.99,2003,White,47.1047355,-1.4108065
Steirische Klassik Sauvignon Blanc 2014,Austria,Südsteiermark,Gross,3.7,52,19.39,2014,White,47.1047355,-1.4108065
Varietal Chardonnay 2019,Chile,Central Valley,Santa Helena,3.1,52,4.89,2019,White,47.1047355,-1.4108065
Sauvignon Blanc 2018,Argentina,Mendoza,Mariflor,4.3,52,22.42,2018,White,47.1047355,-1.4108065
Chardonnay Toscana Collezione Privata 2018,Italy,Toscana,Isole e Olena,4.4,52,53.84,2018,White,43.5044444,11.2372222
Geheimrat J Riesling Spätlese Trocken 2012,Germany,Rheingau,Weingüter Wegeler,4.1,52,24.9,2012,White,43.5044444,11.2372222
Gewürztraminer Alsace Grand Cru Hatschbourg 2017,France,Alsace Grand Cru,Wolfberger,4.0,52,18.42,2017,White,48.0421092,7.310097499999999
Héritage Chardonnay 2018,France,Pays d'Oc,Château Guilhem,3.7,52,6.58,2018,White,43.1181117,2.1838626
Albarino 2018,Spain,Rías Baixas,Atlantik,3.8,52,9.9,2018,White,-14.5994134,-28.6731465
Chardonnay 2018,Germany,Pfalz,Friedrich Becker,3.6,52,10.72,2018,White,-14.5994134,-28.6731465
Premium Tămâioasă Românească Sec 2018,Romania,Dealu Mare,Budureasca,3.6,52,10.5,2018,White,-14.5994134,-28.6731465
Camino del Pelegrino (Peregrino) Albariño 2018,Spain,Galicia,Pazo Señorans,3.5,52,14.13,2018,White,42.5471983,-8.708844
Sauvignon Blanc Rueda 2018,Spain,Rueda,Blume,3.4,53,5.99,2018,White,42.5471983,-8.708844
Chardonnay 2017,South Africa,Cape Point,Cape Point Vineyards,3.9,53,19.9,2017,White,-34.0992388,18.3824583
Isliedh 2018,South Africa,Cape Point,Cape Point Vineyards,4.1,53,31.95,2018,White,-34.0992388,18.3824583
Pinot Bianco Vial 2018,Italy,Trentino-Alto Adige,Cantina Kaltern,3.7,53,11.6,2018,White,46.4208679,11.2520982
Ungstein Scheurebe 2017,Germany,Pfalz,Pfeffingen,3.8,53,12.95,2017,White,47.4586328,7.5900291
Mercurey Clos Rochette 2018,France,Mercurey,Faiveley,4.1,53,20.95,2018,White,47.4586328,7.5900291
Alleskönner Weiss 2018,Germany,Rheinhessen,Becker Landgraf,3.8,53,7.7,2018,White,49.77575,8.19913
Pratto Bianco (Pratto Benaco Bresciano) 2018,Italy,Benaco Bresciano,Cà dei Frati,4.1,53,14.52,2018,White,45.4547439,10.6168089
Chablis 2018,France,Chablis,Domaine des Héritières,3.6,53,15.06,2018,White,45.4547439,10.6168089
Klausen Sauvignon Blanc 2017,Austria,Steiermark,Neumeister,3.9,53,23.52,2017,White,42.4898851,-90.7305315
Amarela 2018,Italy,Marche,Garofoli,3.3,53,5.9,2018,White,43.44315900000001,13.532745
Chardonnay 2013,Slovenia,Goriška Brda,Edi Simčič,3.8,53,20.99,2013,White,45.9730055,13.5350427
Markus Pfaffmann Grauburgunder Trocken 2019,Germany,Pfalz,Karl Pfaffmann,3.9,53,6.6,2019,White,49.2346244,8.1198316
Chardonnay Prestige Cuvée 2018,South Africa,Robertson,Bon Courage,3.8,53,7.79,2018,White,49.2346244,8.1198316
Vignes Blanches Pouilly-Fuissé 2016,France,Pouilly-Fuissé,Domaine Saumaize-Michelin,3.9,53,24.95,2016,White,46.3113586,4.7159852
Am Schwarzen Herrgott Riesling 2016,Germany,Rheinhessen,Battenfeld Spanier,4.2,53,41.58,2016,White,49.93124,8.3066
Oppenheim Riesling 2017,Germany,Rheinhessen,Kühling-Gillot,4.0,53,17.45,2017,White,49.93124,8.3066
L'U Umbria Bianco 2018,Italy,Umbria,Lungarotti,3.8,53,10.71,2018,White,43.0298886,12.4289901
Riesling 2018,Hungary,Tolna,Tűzkő,3.4,53,7.66,2018,White,43.0298886,12.4289901
Verdejo 2018,Spain,Rueda,Intruso,3.6,53,8.28,2018,White,43.0298886,12.4289901
Riesling Heiligenstein 2018,Austria,Kamptal,Weingut Bründlmayer,3.9,53,22.91,2018,White,48.4738838,15.6650811
Moscato 2018,Spain,Valencia,The Tapas Wine Collection,3.9,53,7.53,2018,White,38.455352,-1.221379
Chardonnay 2018,South Africa,Stellenbosch,Vergelegen,3.6,53,13.99,2018,White,-34.0772932,18.8917315
Sauvignon Blanc Trocken 2019,Germany,Pfalz,Knipser,4.0,53,9.85,2019,White,-34.0772932,18.8917315
Wehlener Sonnenuhr Riesling Kabinett 2015,Germany,Mosel,Markus Molitor,3.9,53,19.95,2015,White,-34.0772932,18.8917315
Μαλαγουζιά (Malagouziá) 2017,Greece,Achaia,Tetramythos,3.5,53,9.9,2017,White,38.1386139,22.2356302
Müller Thurgau 2018,Italy,Südtirol - Alto Adige,Tiefenbrunner,3.7,53,10.09,2018,White,38.1386139,22.2356302
Punggl Pinot Grigio 2018,Italy,Südtirol - Alto Adige,Nals Margreid,3.9,53,14.9,2018,White,46.5388341,11.2039337
Chablis 2018,France,Chablis,Chartron et Trébuchet,3.8,53,22.95,2018,White,46.5388341,11.2039337
Fabelhaft Riesling 2017,Germany,Mosel,Fio,3.4,53,10.35,2017,White,46.5388341,11.2039337
Ferentano Lazio 2016,Italy,Lazio,Falesco,3.9,53,26.18,2016,White,42.65204079999999,12.2443794
Taylors Pass Vineyard Chardonnay 2016,New Zealand,Marlborough,Villa Maria,3.8,53,22.1,2016,White,42.65204079999999,12.2443794
La Fontaine Aux Enfants Cru d'Alsace 2016,France,Alsace,Marc Kreydenweiss,3.7,53,22.0,2016,White,48.3883515,7.415519799999999
Mandelpfad Riesling GG 2017,Germany,Pfalz,Knipser,3.8,54,27.0,2017,White,48.3883515,7.415519799999999
Gewurztraminer 2016,France,Alsace,Jean-Rémy Haeffelin,3.6,54,10.71,2016,White,48.3883515,7.415519799999999
La Fontaine Aux Enfants Cru d'Alsace 2015,France,Alsace,Marc Kreydenweiss,3.8,54,22.0,2015,White,48.3883515,7.415519799999999
Blauschiefer Riesling Trocken 2018,Germany,Mosel,Kerpen,3.6,54,7.9,2018,White,50.8747592,6.6883728
Pago de los Balagueses Chardonnay 2017,Spain,Utiel-Requena,Vegalfaro,3.9,54,16.47,2017,White,39.4961712,-1.1449698
Côtes du Rhône Blanc 2018,France,Côtes-du-Rhône,Domaine de la Solitude,4.0,54,8.5,2018,White,44.0554931,4.8514108
Circumstance Sauvignon Blanc 2018,South Africa,Stellenbosch,Waterkloof,3.8,54,15.5,2018,White,-25.7792272,28.2441363
Mountain White 2015,South Africa,Stellenbosch,Thelema,3.6,54,10.9,2015,White,-25.7792272,28.2441363
Gaisböhl G.C 2016,Germany,Pfalz,Dr. Bürklin-Wolf,4.2,54,54.0,2016,White,-25.7792272,28.2441363
Villa Torre Verdicchio dei Castelli di Jesi Classico Superiore 2017,Italy,Verdicchio dei Castelli di Jesi,Tenuta di Tavignano,3.6,54,9.95,2017,White,43.4525139,13.2467222
Ried Steinriegl Sauvignon Blanc 2018,Austria,Südsteiermark,Wohlmuth,3.8,54,17.4,2018,White,46.7599606,15.4457324
Castel Firmian Chardonnay Trentino 2018,Italy,Trentino,Mezzacorona,3.3,54,6.9,2018,White,46.7599606,15.4457324
Moscatel Old Vines 2018,Spain,Sierras de Málaga,Botani,4.1,54,16.74,2018,White,40.7533094,-73.9918069
Riesling Classic 2018,Germany,Rheingau,Prinz von Hessen,3.9,54,9.5,2018,White,49.99530859999999,7.9814577
Malterdingen Weisser Burgunder 2016,Germany,Baden,Bernhard Huber,3.9,54,27.6,2016,White,48.16004299999999,7.812422299999999
Loibenberg Riesling 2015,Austria,Wachau,Pichler-Krutzler,4.3,54,33.0,2015,White,48.3882487,15.5332007
Cuvée Vauban Pouilly-Vinzelles 2014,France,Pouilly-Vinzelles,Château de Vinzelles,3.8,54,17.54,2014,White,46.2690384,4.7624305
Altima Sauvignon Blanc 2018,South Africa,Overberg,Cape of Good Hope,4.3,54,13.99,2018,White,-34.3568425,18.4739882
Danie de Wet Chardonnay Sur Lie 2019,South Africa,Robertson,De Wetshof,3.7,54,8.72,2019,White,-33.8772333,20.0098585
Pinot Gris Alsace Grand Cru 'Kitterlé' 2010,France,Alsace Grand Cru,Domaines Schlumberger,3.9,54,35.58,2010,White,47.91208899999999,7.206303999999999
Danie de Wet Sauvignon Blanc 2019,South Africa,Robertson,De Wetshof,3.4,54,6.15,2019,White,-33.8772333,20.0098585
Sulz Sauvignon Blanc 2015,Austria,Südsteiermark,Gross,4.0,54,27.9,2015,White,-33.8772333,20.0098585
Sancerre Grande Cuvée Blanc 2017,France,Sancerre,Comte Lafond,4.2,54,38.9,2017,White,-33.8772333,20.0098585
Chardonnay 2018,France,Côtes de Thongue,Domaine Montrose,3.7,54,8.39,2018,White,43.4283822,3.370506
Molamatta Collio Bianco 2015,Italy,Collio,Marco Felluga,3.8,54,25.99,2015,White,43.4283822,3.370506
Grauer Burgunder Trocken 2018,Germany,Rheinhessen,Wittmann,3.7,54,11.4,2018,White,41.8483505,-73.07505789999999
Wachstum Bodenstein Grüner Veltliner 2016,Austria,Wachau,Prager,4.4,54,38.75,2016,White,41.8483505,-73.07505789999999
Dürnstein Grüner Veltliner 2018,Austria,Wachau,Pichler-Krutzler,3.6,54,13.7,2018,White,48.3882487,15.5332007
Riesling 2016,France,Alsace,Albert Boxler,3.9,54,26.32,2016,White,48.0997352,7.272552899999999
Chardonnay 2017,Austria,Burgenland,Paul Achs,3.3,54,23.61,2017,White,47.9019376,16.9125918
Blanco 2018,Spain,Rioja Alta,Tarón,3.3,54,5.76,2018,White,47.9019376,16.9125918
Perlita Chardonnay 2018,Argentina,Uco Valley,DiamAndes,3.7,54,9.99,2018,White,-33.667072,-69.194403
Chardonnay 2018,Germany,Rheinhessen,Knewitz,3.6,54,8.9,2018,White,49.92575,8.04167
Schiste 2018,France,Vins des Allobroges,Domaine des Ardoisieres,4.3,54,44.85,2018,White,45.580099,6.197892
Muros Antigos Alvarinho 2019,Portugal,Monção e Melgaço,Anselmo Mendes,3.9,54,11.5,2019,White,42.0910533,-8.320297199999999
The King's Bastard Chardonnay 2017,New Zealand,Marlborough,The Kings Series,4.1,54,16.95,2017,White,42.0910533,-8.320297199999999
Hinter der Burg Grüner Veltliner 2019,Austria,Wachau,Prager,4.1,54,19.95,2019,White,42.0910533,-8.320297199999999
Cap Maritime Chardonnay 2017,South Africa,Hemel-en-Aarde Valley,Boekenhoutskloof,4.1,55,50.56,2017,White,-33.9425804,19.1080145
Westhofen Riesling Trocken 2018,Germany,Rheinhessen,K.Wechsler,3.8,55,12.87,2018,White,-33.9425804,19.1080145
Königsbacher Ölberg Riesling 2018,Germany,Pfalz,Von Winning,4.2,55,19.45,2018,White,49.4106226,8.1863799
Terresinis 2018,Italy,Valle del Tirso,Vernaccia Oristano,3.9,55,7.35,2018,White,49.4106226,8.1863799
Riesling Alte Reben 2018,Germany,Mosel,Maximin Grünhaus,3.9,55,15.65,2018,White,49.7696275,6.716903299999999
Mosel Alte Reben Riesling 2018,Germany,Mosel,Markus Molitor,4.0,55,17.8,2018,White,49.7696275,6.716903299999999
Hydra Vernaccia di San Gimignano 2017,Italy,Vernaccia di San Gimignano,Il Palagione,3.7,55,11.2,2017,White,43.4106276,11.0218381
Grüner Veltliner 2017,Hungary,Tolna,Tűzkő,3.3,55,7.66,2017,White,43.4106276,11.0218381
Grauburgunder Trocken 2018,Germany,Pfalz,Knipser,3.9,55,13.8,2018,White,43.4106276,11.0218381
Karthäuser Riesling 2016,Germany,Nahe,Martin Tesch,3.6,55,13.9,2016,White,43.4106276,11.0218381
Saint-Véran 2016,France,Saint-Véran,Les Héritiers du Comte Lafon,4.0,55,36.33,2016,White,46.3500686,4.6962686
Serruria Chardonnay 2017,South Africa,Overberg,Cape of Good Hope,4.1,55,13.99,2017,White,-34.3568425,18.4739882
Axpoint Grüner Veltliner 2017,Austria,Wachau,Gritsch Mauritiushof,3.7,55,13.54,2017,White,48.3656924,15.4145285
Orvieto Classico Bianco 2019,Italy,Orvieto,Ruffino,3.6,55,6.49,2019,White,48.3656924,15.4145285
Riesling 2018,Germany,Mosel,Weiser-Künstler,4.1,55,11.5,2018,White,49.9522315,7.1122888
Sauvignon Blanc 2020,South Africa,Robertson,Arabella,4.0,55,5.95,2020,White,49.9522315,7.1122888
Sirmian Pinot Bianco 2018,Italy,Südtirol - Alto Adige,Nals Margreid,3.7,55,17.45,2018,White,46.5388341,11.2039337
Chablis Premier Cru Fourchaume 2017,France,Chablis Premier Cru,Domaine William Fèvre,4.2,55,49.37,2017,White,47.8131129,3.8005341
The King's Favour Sauvignon Blanc 2018,New Zealand,Marlborough,The Kings Series,4.0,55,13.9,2018,White,47.8131129,3.8005341
Pinot Bianco 2018,Italy,Südtirol - Alto Adige,Cantina Bolzano / Kellerei Bozen,3.5,55,11.02,2018,White,46.5017481,11.3120923
Gavi 2017,Italy,Gavi,Fontanafredda,3.6,55,8.59,2017,White,45.9747129,12.56818
Cellar Selection Bosstok Chenin Blanc 2018,South Africa,Paarl,Rhebokskloof,3.8,55,8.29,2018,White,-33.6844016,18.9330291
Pettenthal Riesling GG 2016,Germany,Rheinhessen,Kühling-Gillot,4.0,55,46.0,2016,White,49.93124,8.3066
Côtes-Du-Rhône Guy Louis Blanc 2017,France,Côtes-du-Rhône,Tardieu-Laurent,3.7,55,19.8,2017,White,43.76414399999999,5.369288
One Man Band White 2016,South Africa,Elgin,Iona,4.1,55,24.9,2016,White,56.3347303,-6.4041001
Condrieu 2018,France,Condrieu,E. Guigal,3.9,55,45.0,2018,White,56.3347303,-6.4041001
Faß 25 Ayler Riesling 2016,Germany,Mosel,Peter Lauer,3.9,55,15.5,2016,White,49.6289469,6.5532144
Pioneer Block 3 43 Degrees Sauvignon Blanc 2019,New Zealand,Marlborough,Saint Clair,4.0,55,18.95,2019,White,42.8208653,-82.486024
Pettenthal Riesling GG Trocken 2014,Germany,Rheinhessen,Weingut Gunderloch,3.9,55,26.81,2014,White,49.9146801,8.3438728
Two Princes Riesling 2018,Germany,Nahe,Prinz Salm,4.0,55,8.96,2018,White,49.8889283,7.763304199999999
Maximin Grünhäuser Abtsberg Riesling Spätlese 2018,Germany,Mosel,Maximin Grünhaus,4.2,55,18.43,2018,White,49.7696275,6.716903299999999
Aurelia Langhe Arneis 2018,Italy,Langhe,Rivetti Massimo,3.6,55,9.65,2018,White,44.721864,8.128055999999999
Las Pizarras Chardonnay 2017,Chile,Aconcagua Costa,Errazuriz,4.0,55,75.76,2017,White,44.721864,8.128055999999999
Mercurey Blanc 2017,France,Mercurey,Château de Chamirey,4.0,55,32.0,2017,White,46.82485639999999,4.7235317
Kalmuck White 2018,Austria,Wachau,Gritsch Mauritiushof,3.5,55,9.74,2018,White,48.3656924,15.4145285
Pouilly-Fuissé Clos Sur la Roche 2017,France,Pouilly-Fuissé,Domaine Saumaize-Michelin,4.2,55,28.07,2017,White,46.3113586,4.7159852
Saint-Romain 2017,France,Saint-Romain,David Moret-Nomine,4.3,55,29.9,2017,White,47.02226899999999,4.8426516
Family Vineyards Chardonnay 2016,Brazil,Rio Grande do Sul,Miolo,3.2,55,9.9,2016,White,47.02226899999999,4.8426516
Cuvée Especial Verdejo 2016,Spain,Rueda,José Pariente,4.0,56,32.5,2016,White,47.02226899999999,4.8426516
Grüner Veltliner Federspiel Kaiserberg 2018,Austria,Wachau,Domäne Wachau,3.5,56,12.3,2018,White,48.3920656,15.5273111
Wachenheimer Altenburg P.C 2016,Germany,Pfalz,Dr. Bürklin-Wolf,3.9,56,28.0,2016,White,48.3920656,15.5273111
Nierstein Riesling Trocken 2017,Germany,Rheinhessen,Weingut Gunderloch,3.8,56,13.64,2017,White,49.9146801,8.3438728
Sancerre 'Les Caillottes' 2019,France,Sancerre,Dauny,3.8,56,15.7,2019,White,49.9146801,8.3438728
Corton-Charlemagne Grand Cru 2016,France,Corton-Charlemagne Grand Cru,Vincent Girardin,4.5,56,156.7,2016,White,49.9146801,8.3438728
Paradies Riesling 2017,Germany,Nahe,Korrell,3.9,56,22.89,2017,White,49.8441406,7.914689099999999
El Afrutado 2015,Spain,Lanzarote,El Grifo,3.7,56,9.65,2015,White,49.8441406,7.914689099999999
Toscana Bianco 2016,Italy,Toscana,Ornellaia,4.5,56,251.23,2016,White,49.8441406,7.914689099999999
Centenaire Côtes du Roussillon Blanc 2018,France,Côtes du Roussillon,Domaine Lafage,3.7,56,12.1,2018,White,49.8441406,7.914689099999999
Pessac-Léognan Blanc (Grand Cru Classé de Graves) 2005,France,Pessac-Léognan,Domaine de Chevalier,4.2,56,107.95,2005,White,49.8441406,7.914689099999999
Riesling 2018,Germany,Rheinhessen,Dreissigacker,3.8,56,11.21,2018,White,49.8441406,7.914689099999999
Geheimrat J Riesling Spätlese Trocken 2011,Germany,Rheingau,Weingüter Wegeler,4.2,56,24.9,2011,White,49.8441406,7.914689099999999
Müller Thurgau 2018,Italy,Südtirol - Alto Adige,Cantina Kaltern,3.6,56,9.65,2018,White,46.4208679,11.2520982
From Black to White Il Bianco 2018,Italy,Veneto,Zýmē,3.9,56,15.04,2018,White,46.4208679,11.2520982
Escheburg 2014,Germany,Mosel,Immich-Batterieberg,3.8,56,15.5,2014,White,49.9835777,7.123952
Von den Terrassen Riesling 2018,Germany,Mosel,Reinhard Knebel,4.0,56,14.35,2018,White,49.9835777,7.123952
Corton-Charlemagne Grand Cru 1993,France,Corton-Charlemagne Grand Cru,Bonneau du Martray,4.3,56,249.95,1993,White,47.0800263,4.8525648
Villa Grand Cap Blanc 2018,France,Vin de France,Lionel Osmin & Cie,3.4,56,7.3,2018,White,43.3261779,-0.3296551
Chardonnay 2017,Argentina,Lujan de Cuyo,Sottano,3.5,56,9.7,2017,White,-33.0950929,-68.9244311
Blanc 2011,France,Côtes Catalanes,Domaine de l'Horizon,3.9,56,39.96,2011,White,42.7490171,2.6777274
Vom Buntsandstein Riesling Trocken 2016,Germany,Pfalz,Ökonomierat Rebholz,3.8,56,21.5,2016,White,49.2091692,8.0507121
Hullabaloo 2019,Germany,Pfalz,Schneider,4.1,56,16.9,2019,White,49.2091692,8.0507121
Silvaner VDP.Erste Lage Escherndorfer Lump 2016,Germany,Franken,Rainer Sauer,3.7,56,14.57,2016,White,49.86165039999999,10.1734665
La Soufrandière Climat Les Quarts Pouilly-Vinzelles 2017,France,Pouilly-Vinzelles,Bret Brothers & The Soufrandière,4.0,56,46.5,2017,White,49.86165039999999,10.1734665
Bandol Blanc 2019,France,Bandol,La Suffrene,3.5,56,17.5,2019,White,43.222517,5.776784
Killka Chardonnay 2017,Argentina,Uco Valley,Salentein,3.5,56,9.25,2017,White,43.222517,5.776784
Alea Riesling 2018,Australia,Clare Valley,Grosset,4.0,56,25.9,2018,White,43.222517,5.776784
Riesling Trocken 2018,Germany,Nahe,Emrich-Schönleber,3.9,56,9.9,2018,White,43.222517,5.776784
Scharzhofberger Riesling Auslese 2017,Germany,Wiltingen,Egon Müller - Scharzhof,4.5,56,450.0,2017,White,43.222517,5.776784
Lugana 2019,Italy,Lugana,Bulgarini,4.0,57,8.89,2019,White,34.1907991,-118.1321212
'Rosso & Bianco' Chardonnay 2017,United States,California,Francis Ford Coppola,3.7,57,13.25,2017,White,34.1907991,-118.1321212
Colle Sant'Antonio Soave Classico 2014,Italy,Soave Classico,Prà,4.1,57,26.7,2014,White,41.4662849,12.9022116
Masseria Surani Arthemis Fiano 2017,Italy,Puglia,Tommasi,4.0,57,8.9,2017,White,41.4662849,12.9022116
Pinot Grigio delle Venezie 2019,Italy,delle Venezie,Lenotti,4.0,57,5.95,2019,White,45.5441949,10.7248046
The Beautiful Lady Gewürztraminer 2018,South Africa,Stellenbosch,Nederburg,4.2,57,18.52,2018,White,45.5441949,10.7248046
Bandol Blanc 2018,France,Bandol,Château de Pibarnon,4.0,57,26.04,2018,White,43.175661,5.750837100000001
